"GEO_ID","NAME","B06009_001E","B06009_001M","B06009_002E","B06009_002M","B06009_003E","B06009_003M","B06009_004E","B06009_004M","B06009_005E","B06009_005M","B06009_006E","B06009_006M","B06009_007E","B06009_007M","B06009_008E","B06009_008M","B06009_009E","B06009_009M","B06009_010E","B06009_010M","B06009_011E","B06009_011M","B06009_012E","B06009_012M","B06009_013E","B06009_013M","B06009_014E","B06009_014M","B06009_015E","B06009_015M","B06009_016E","B06009_016M","B06009_017E","B06009_017M","B06009_018E","B06009_018M","B06009_019E","B06009_019M","B06009_020E","B06009_020M","B06009_021E","B06009_021M","B06009_022E","B06009_022M","B06009_023E","B06009_023M","B06009_024E","B06009_024M","B06009_025E","B06009_025M","B06009_026E","B06009_026M","B06009_027E","B06009_027M","B06009_028E","B06009_028M","B06009_029E","B06009_029M","B06009_030E","B06009_030M",
"0500000US13153","Houston County, Georgia","110175","1396","8379","1633","28178","3197","37971","4198","20110","2726","15537","2788","53333","3668","4017","1267","15113","2598","18630","3405","8849","2196","6724","2186","47328","3681","2550","922","10510","1773","17671","2611","8806","1682","7791","1438","2170","896","0","228","70","119","726","453","938","625","436","333","7344","1787","1812","1085","2485","1132","944","499","1517","948","586","373",
"0500000US13157","Jackson County, Georgia","56452","825","5871","1692","19064","2031","16653","1802","8949","1443","5915","1213","28454","2309","3060","1004","10520","1495","8844","1801","3686","873","2344","873","20340","2010","1400","644","5791","1376","5795","1147","4527","948","2827","929","1847","1159","172","217","392","312","854","623","168","205","261","340","5811","1374","1239","729","2361","938","1160","605","568","470","483","431",
"0500000US13179","Liberty County, Georgia","39053","1325","3272","933","13316","2295","13827","1480","5714","1610","2924","930","13267","2233","1253","662","6220","1602","3661","1054","1265","477","868","593","20680","2493","1237","603","5950","1513","7832","1238","3739","1472","1922","630","1932","688","265","214","353","234","1100","560","154","149","60","105","3174","773","517","331","793","368","1234","685","556","357","74","111",
"0500000US13185","Lowndes County, Georgia","71690","555","8350","1884","18913","2433","23368","2339","10621","1754","10438","1825","34604","3205","4749","1460","9397","1874","10592","1878","4830","1228","5036","1415","31849","3100","2413","983","8345","1564","11205","1970","5093","1305","4793","1670","1091","490","147","175","282","222","330","311","238","273","94","107","4146","770","1041","516","889","457","1241","673","460","315","515","351",
"0500000US13215","Muscogee County, Georgia","133791","685","13635","3010","40277","3545","37377","3452","24483","2514","18019","2726","61109","3282","7137","1966","22426","2835","16598","2792","9111","1876","5837","1632","59586","3513","3887","1143","14469","2606","18084","2443","13731","2052","9415","1924","4559","1511","99","119","1363","769","1419","870","855","672","823","697","8537","1991","2512","1410","2019","712","1276","628","786","523","1944","916",
"0500000US13217","Newton County, Georgia","75979","724","5929","1570","26948","3158","24323","2938","10261","2166","8518","1955","36354","3388","4188","1189","14827","2403","10730","1852","3255","1059","3354","1182","32080","3487","1449","726","8554","2304","11875","2880","6298","1884","3904","1548","1203","789","13","23","762","692","325","342","11","23","92","169","6342","1702","279","410","2805","1163","1393","767","697","558","1168","859",
"0500000US13223","Paulding County, Georgia","119091","1724","11508","2360","39272","3639","37115","3025","20632","2984","10564","2205","52730","3624","4999","1694","20492","2628","15858","2871","7066","1681","4315","1338","52478","3853","3896","999","16066","2465","16953","2819","10858","2056","4705","1416","2101","911","242","243","108","141","1289","627","0","228","462","490","11782","2450","2371","1113","2606","1322","3015","916","2708","1921","1082","672",
"0500000US13245","Richmond County, Georgia","135742","523","17106","2644","40841","3681","43395","3613","21643","2823","12757","2025","69520","4753","10884","1995","24489","3281","21796","3220","8269","1588","4082","1141","53576","4424","4404","1398","14022","2592","18078","3224","10718","2166","6354","1409","5368","1510","618","551","1058","531","2173","1178","714","431","805","463","7278","1642","1200","675","1272","653","1348","832","1942","1127","1516","789",
"0500000US13247","Rockdale County, Georgia","63456","672","7277","2454","15512","1965","19909","2198","13844","2407","6914","1410","26622","2824","2671","1277","7302","1603","7645","1463","6729","2239","2275","831","27892","3153","1799","917","6585","1398","10791","1851","5190","1677","3527","1046","1131","800","67","128","170","229","250","284","349","367","295","386","7811","2021","2740","1638","1455","844","1223","683","1576","809","817","519",
"0500000US13255","Spalding County, Georgia","46443","853","6610","1686","18073","2108","12501","1784","5235","1289","4024","1039","32081","2033","5328","1503","13717","1784","7698","1385","3140","970","2198","801","12129","1724","1045","604","3953","1101","3919","987","1665","718","1547","578","424","322","0","228","0","228","291","290","69","117","64","108","1809","810","237","250","403","356","593","449","361","433","215","233",
"0500000US13285","Troup County, Georgia","47618","1110","5225","1242","16959","2111","13731","1884","6272","1943","5431","1348","28079","2520","3336","986","11482","2015","8878","1576","2907","1217","1476","657","16496","2170","1108","649","5162","1484","4007","1180","2799","974","3420","1189","443","448","0","228","126","142","0","228","317","401","0","228","2600","914","781","505","189","247","846","567","249","285","535","477",
"0500000US13295","Walker County, Georgia","48422","557","5173","1482","19949","1910","14219","1640","5462","1150","3619","1073","19878","1893","2534","1051","9034","1703","6168","988","1160","444","982","440","27002","2036","2593","820","10436","1574","7768","1575","3671","888","2534","1010","586","551","0","228","0","228","140","241","446","494","0","228","956","502","46","84","479","408","143","181","185","176","103","146",
"0500000US13297","Walton County, Georgia","71140","1222","10542","2331","23589","2449","19396","2518","13157","2470","4456","1193","39164","3279","6922","2199","14617","2091","10194","2134","5655","1479","1776","692","25784","3112","1959","870","7805","1629","7965","1850","6317","1694","1738","696","473","343","85","157","160","175","47","89","181","249","0","228","5719","1425","1576","708","1007","499","1190","754","1004","657","942","736",
"0500000US13313","Whitfield County, Georgia","66351","550","15364","2582","20140","2763","17130","2093","7908","1487","5809","1539","32005","2026","5341","1379","9611","1735","9120","1286","4504","1134","3429","1037","18669","2395","1996","795","5820","1423","6487","1669","2524","906","1842","826","471","373","99","178","238","291","102","142","0","228","32","57","15206","1588","7928","1824","4471","1807","1421","713","880","576","506","818",
"0500000US15001","Hawaii County, Hawaii","149453","841","11020","2268","43183","3995","47244","4238","27998","3004","20008","2607","71595","3477","5782","1900","27426","3536","23050","3168","9517","1716","5820","1469","53038","2983","1328","534","9306","1946","17298","2068","13034","2008","12072","2113","2052","697","103","168","350","323","574","357","775","617","250","184","22768","3529","3807","1634","6101","1493","6322","1667","4672","1058","1866","572",
"0500000US15003","Honolulu County, Hawaii","701785","304","49056","4130","180223","6465","208004","6321","164988","5906","99514","4661","337949","7574","15053","1659","100475","5727","102993","5380","78768","4100","40660","2570","170407","4655","4830","1352","27972","2538","54116","3428","44595","3565","38894","3120","23360","2655","1752","672","4412","999","8241","1463","5862","1240","3093","695","170069","7190","27421","3354","47364","3332","42654","3158","35763","3365","16867","2130",
"0500000US15007","Kauai County, Hawaii","52869","1045","4112","1042","14562","1927","18732","1963","9641","1353","5822","1011","21293","1884","1336","529","7171","1296","8499","1412","2911","596","1376","593","19965","1706","1125","652","3757","909","6918","1314","4301","973","3864","981","1306","663","93","152","175","196","721","510","149","169","168","204","10305","1873","1558","617","3459","1342","2594","924","2280","920","414","281",
"0500000US15009","Maui County, Hawaii","119668","822","8548","1808","35926","3146","40472","2492","23486","2098","11236","1541","52977","3494","3335","830","20364","2381","17447","2330","9123","1679","2708","733","42748","2168","1010","487","8825","1454","15345","1837","10163","1126","7405","1173","2792","1071","248","176","1006","635","1269","617","131","132","138","133","21151","2734","3955","1226","5731","1206","6411","1385","4069","1028","985","411",
"0500000US16001","Ada County, Idaho","358124","766","17538","2431","69602","4259","106013","4503","104609","4248","60362","3036","99443","3955","5253","1211","21796","2222","30908","2566","27662","2468","13824","2266","226169","4581","6799","1478","41275","4055","68453","3602","69112","3776","40530","2922","5032","1223","51","12","839","439","1473","581","1462","553","1207","531","27480","3027","5435","1487","5692","1403","5179","908","6373","1348","4801","965",
"0500000US16005","Bannock County, Idaho","57716","544","3948","1093","15375","2031","21297","2024","11299","1511","5797","1107","28025","2438","1652","663","8095","1656","11205","1481","5029","977","2044","651","25846","2351","1795","796","6475","1476","8752","1394","5674","1262","3150","756","567","362","0","195","29","50","272","194","223","238","43","72","3278","980","501","501","776","579","1068","496","373","258","560","370",
"0500000US16019","Bonneville County, Idaho","80883","618","5595","1400","21115","2188","26833","2739","19489","2743","7851","1425","36845","2763","2268","821","11360","1960","12562","1803","7852","1465","2803","843","39048","2736","2556","984","8208","1590","12789","1781","10975","1997","4520","1123","408","314","0","195","53","90","204","231","109","130","42","80","4582","872","771","574","1494","737","1278","922","553","341","486","418",
"0500000US16027","Canyon County, Idaho","160656","476","19158","2146","48603","3894","56879","3340","25865","2260","10151","1457","52492","3360","3741","895","15985","2478","20807","2105","9058","1468","2901","729","87417","3863","5945","1149","27222","2579","31949","2820","15426","1821","6875","1300","2009","738","170","213","570","523","775","476","370","279","124","137","18738","2300","9302","1538","4826","1164","3348","1046","1011","614","251","211",
"0500000US16055","Kootenai County, Idaho","129507","603","7097","1752","34299","3359","49786","3788","26648","2705","11677","1981","28382","2871","1839","954","9137","1955","10298","2039","4848","1306","2260","880","96199","2865","4349","1257","23707","2547","38095","3475","21215","2739","8833","1463","1217","713","106","158","254","282","683","485","138","178","36","62","3709","1045","803","473","1201","581","710","378","447","257","548","399",
"0500000US16083","Twin Falls County, Idaho","61479","764","6232","1344","17923","2242","23475","2258","8325","1638","5524","1306","25126","2503","1561","664","7901","1604","10439","1793","3155","911","2070","869","29913","2416","2569","973","7366","1485","12189","1641","4731","1140","3058","924","273","244","0","195","34","56","122","223","71","136","46","84","6167","1745","2102","718","2622","1311","725","346","368","343","350","464",
"0500000US17019","Champaign County, Illinois","119927","911","4966","1172","26076","2651","31557","2943","27089","2746","30239","2415","67697","3070","2740","996","19130","2363","21065","2423","14470","1874","10292","1508","31654","2752","1063","525","4222","1057","7232","1469","8591","1695","10546","1764","1574","693","0","206","16","28","456","365","349","288","753","540","19002","2439","1163","551","2708","1305","2804","1115","3679","1067","8648","1681",
"0500000US17031","Cook County, Illinois","3589350","513","424396","11767","790398","16294","851196","19332","883591","12817","639769","14785","1851610","20219","119399","7085","457903","13209","540826","14458","450958","10855","282524","10800","670236","15959","44696","4619","80314","5237","123618","7227","226980","8530","194628","7920","63240","5846","15263","2944","13223","2043","13550","2343","12100","2480","9104","1742","1004264","17930","245038","10175","238958","11207","173202","8090","193553","8902","153513","8383",
"0500000US17037","DeKalb County, Illinois","61327","1036","4504","1200","16323","2118","21794","2039","11031","1695","7675","1377","43380","2032","2175","788","12842","1947","16445","1755","7515","1197","4403","1066","11818","1789","706","379","2854","779","3410","767","2227","790","2621","1118","439","359","179","238","28","50","232","276","0","206","0","206","5690","1660","1444","837","599","479","1707","863","1289","888","651","536",
"0500000US17043","DuPage County, Illinois","642205","191","43938","3975","111172","5579","148844","6424","199718","7038","138533","5442","342046","6999","10821","1709","67987","4601","95012","4688","105630","4947","62596","3707","124645","5251","3664","1048","14149","1967","24765","2735","46876","3879","35191","3463","9026","1872","1254","899","1634","739","1792","753","2647","747","1699","624","166488","6716","28199","3040","27402","3387","27275","3575","44565","3409","39047","3376",
"0500000US17089","Kane County, Illinois","344233","751","44157","3081","78765","4480","97682","4722","82921","5072","40708","3464","196895","4941","8121","1592","46509","3212","64998","3820","52915","3627","24352","2303","60022","3712","2605","821","10536","1909","17021","2488","18748","2164","11112","1782","6272","1268","2276","933","1283","520","1788","742","826","378","99","115","81044","4110","31155","2959","20437","2789","13875","2522","10432","2035","5145","1283",
"0500000US17091","Kankakee County, Illinois","70777","879","6058","1337","23198","2345","26033","1988","8739","1390","6749","1068","55119","2118","3299","710","18546","1962","21767","1972","6693","1279","4814","1109","10828","1828","933","447","3413","861","3381","936","1522","945","1579","526","169","135","0","206","26","46","50","72","66","112","27","44","4661","1254","1826","946","1213","506","835","478","458","288","329","226",
"0500000US17093","Kendall County, Illinois","87249","1192","6075","1893","20342","2303","28999","3570","19945","2602","11888","2092","55318","2854","2985","1610","14116","2384","19280","2978","11437","1632","7500","1587","20708","3013","907","533","4244","1235","6519","1939","5417","1557","3621","984","955","540","424","492","0","206","348","275","106","127","77","93","10268","1958","1759","878","1982","661","2852","1403","2985","1219","690","388",
"0500000US17097","Lake County, Illinois","473166","171","43905","3582","93262","5132","108530","5438","127500","5098","99969","4248","231558","5874","10959","2011","50714","3927","61818","4552","63948","3794","44119","3069","109523","5364","3406","1116","15175","2143","24900","2909","36995","3129","29047","2818","5098","1421","982","620","1046","607","1478","651","1025","636","567","338","126987","4633","28558","2775","26327","3437","20334","2568","25532","2484","26236","2543",
"0500000US17099","LaSalle County, Illinois","77585","585","6329","1582","29438","2314","26851","2218","10196","1531","4771","848","63377","1745","4105","947","24535","2105","22997","2224","8181","1315","3559","762","9938","1574","605","292","3677","996","3046","943","1684","606","926","340","186","150","0","206","91","121","83","98","12","19","0","206","4084","846","1619","1062","1135","484","725","345","319","262","286","244",
"0500000US17111","McHenry County, Illinois","215933","564","12321","1923","56904","4148","69187","3599","50011","3399","27510","2429","145853","4565","5140","1161","41227","3761","49742","3238","33317","2872","16427","2181","40189","3506","1281","622","7586","1489","12554","1796","11487","1872","7281","1222","1654","628","352","374","243","259","301","208","577","371","181","175","28237","2662","5548","1582","7848","1664","6590","1614","4630","1235","3621","939",
"0500000US17113","McLean County, Illinois","105182","1227","3807","1216","22939","2192","28463","2463","34268","2679","15705","1883","72608","2519","2385","801","19109","2113","20969","2422","22755","2175","7390","1128","23202","2216","357","244","3253","848","6000","1115","8235","1267","5357","1139","1009","680","0","206","57","80","367","300","519","578","66","79","8363","1503","1065","871","520","388","1127","503","2759","853","2892","772",
